		#naca0018		
#group	#point	#x_cord	#y_cord	#z_cord
1	723	0,97732	0,004874	0,0000
1	724	0,9779	0,004751	0,0000
1	725	0,97847	0,0046294	0,0000
1	726	0,97904	0,0045092	0,0000
1	727	0,9796	0,0043906	0,0000
1	728	0,98015	0,0042734	0,0000
1	729	0,98069	0,0041577	0,0000
1	730	0,98123	0,0040436	0,0000
1	731	0,98176	0,0039309	0,0000
1	732	0,98228	0,0038197	0,0000
1	733	0,98279	0,0037101	0,0000
1	734	0,9833	0,003602	0,0000
1	735	0,9838	0,0034953	0,0000
1	736	0,98429	0,0033903	0,0000
1	737	0,98478	0,0032867	0,0000
1	738	0,98525	0,0031847	0,0000
1	739	0,98572	0,0030842	0,0000
1	740	0,98618	0,0029852	0,0000
1	741	0,98664	0,0028879	0,0000
1	742	0,98709	0,002792	0,0000
1	743	0,98753	0,0026977	0,0000
1	744	0,98796	0,002605	0,0000
1	745	0,98838	0,0025138	0,0000
1	746	0,9888	0,0024243	0,0000
1	747	0,98921	0,0023362	0,0000
1	748	0,98961	0,0022498	0,0000
1	749	0,99001	0,0021649	0,0000
1	750	0,99039	0,0020817	0,0000
1	751	0,99077	0,002	0,0000
1	752	0,99114	0,0019199	0,0000
1	753	0,99151	0,0018414	0,0000
1	754	0,99186	0,0017645	0,0000
1	755	0,99221	0,0016892	0,0000
1	756	0,99255	0,0016155	0,0000
1	757	0,99289	0,0015434	0,0000
1	758	0,99321	0,0014729	0,0000
1	759	0,99353	0,001404	0,0000
1	760	0,99384	0,0013368	0,0000
1	761	0,99415	0,0012712	0,0000
1	762	0,99444	0,0012072	0,0000
1	763	0,99473	0,0011448	0,0000
1	764	0,99501	0,001084	0,0000
1	765	0,99528	0,0010249	0,0000
1	766	0,99555	0,00096744	0,0000
1	767	0,99581	0,0009116	0,0000
1	768	0,99606	0,0008574	0,0000
1	769	0,9963	0,00080484	0,0000
1	770	0,99653	0,00075393	0,0000
1	771	0,99676	0,00070466	0,0000
1	772	0,99698	0,00065704	0,0000
1	773	0,99719	0,00061108	0,0000
1	774	0,9974	0,00056676	0,0000
1	775	0,99759	0,00052411	0,0000
1	776	0,99778	0,0004831	0,0000
1	777	0,99796	0,00044376	0,0000
1	778	0,99814	0,00040608	0,0000
1	779	0,9983	0,00037007	0,0000
1	780	0,99846	0,00033571	0,0000
1	781	0,99861	0,00030303	0,0000
1	782	0,99875	0,00027201	0,0000
1	783	0,99889	0,00024265	0,0000
1	784	0,99901	0,00021497	0,0000
1	785	0,99913	0,00018896	0,0000
1	786	0,99924	0,00016463	0,0000
1	787	0,99935	0,00014196	0,0000
1	788	0,99944	0,00012097	0,0000
1	789	0,99953	0,00010166	0,0000
1	790	0,99961	8,40E-05	0,0000
1	791	0,99969	6,81E-05	0,0000
1	792	0,99975	5,38E-05	0,0000
1	793	0,99981	4,12E-05	0,0000
1	794	0,99986	3,03E-05	0,0000
1	795	0,9999	2,10E-05	0,0000
1	796	0,99994	1,34E-05	0,0000
1	797	0,99997	7,56E-06	0,0000
1	798	0,99998	3,36E-06	0,0000
1	799	1	0,00E+00	0,0000
1	800	0,99998	-3,36E-06	0,0000
1	801	0,99997	-7,56E-06	0,0000
1	802	0,99994	-1,34E-05	0,0000
1	803	0,9999	-2,10E-05	0,0000
1	804	0,99986	-3,03E-05	0,0000
1	805	0,99981	-4,12E-05	0,0000
1	806	0,99975	-5,38E-05	0,0000
1	807	0,99969	-6,81E-05	0,0000
1	808	0,99961	-8,40E-05	0,0000
1	809	0,99953	-0,00010166	0,0000
1	810	0,99944	-0,00012097	0,0000
1	811	0,99935	-0,00014196	0,0000
1	812	0,99924	-0,00016463	0,0000
1	813	0,99913	-0,00018896	0,0000
1	814	0,99901	-0,00021497	0,0000
1	815	0,99889	-0,00024265	0,0000
1	816	0,99875	-0,00027201	0,0000
1	817	0,99861	-0,00030303	0,0000
1	818	0,99846	-0,00033571	0,0000
1	819	0,9983	-0,00037007	0,0000
1	820	0,99814	-0,00040608	0,0000
1	821	0,99796	-0,00044376	0,0000
1	822	0,99778	-0,0004831	0,0000
1	823	0,99759	-0,00052411	0,0000
1	824	0,9974	-0,00056676	0,0000
1	825	0,99719	-0,00061108	0,0000
1	826	0,99698	-0,00065704	0,0000
1	827	0,99676	-0,00070466	0,0000
1	828	0,99653	-0,00075393	0,0000
1	829	0,9963	-0,00080484	0,0000
1	830	0,99606	-0,0008574	0,0000
1	831	0,99581	-0,0009116	0,0000
1	832	0,99555	-0,00096744	0,0000
1	833	0,99528	-0,0010249	0,0000
1	834	0,99501	-0,001084	0,0000
1	835	0,99473	-0,0011448	0,0000
1	836	0,99444	-0,0012072	0,0000
1	837	0,99415	-0,0012712	0,0000
1	838	0,99384	-0,0013368	0,0000
1	839	0,99353	-0,001404	0,0000
1	840	0,99321	-0,0014729	0,0000
1	841	0,99289	-0,0015434	0,0000
1	842	0,99255	-0,0016155	0,0000
1	843	0,99221	-0,0016892	0,0000
1	844	0,99186	-0,0017645	0,0000
1	845	0,99151	-0,0018414	0,0000
1	846	0,99114	-0,0019199	0,0000
1	847	0,99077	-0,002	0,0000
1	848	0,99039	-0,0020817	0,0000
1	849	0,99001	-0,0021649	0,0000
1	850	0,98961	-0,0022498	0,0000
1	851	0,98921	-0,0023362	0,0000
1	852	0,9888	-0,0024243	0,0000
1	853	0,98838	-0,0025138	0,0000
1	854	0,98796	-0,002605	0,0000
1	855	0,98753	-0,0026977	0,0000
1	856	0,98709	-0,002792	0,0000
1	857	0,98664	-0,0028879	0,0000
1	858	0,98618	-0,0029852	0,0000
1	859	0,98572	-0,0030842	0,0000
1	860	0,98525	-0,0031847	0,0000
1	861	0,98478	-0,0032867	0,0000
1	862	0,98429	-0,0033903	0,0000
1	863	0,9838	-0,0034953	0,0000
1	864	0,9833	-0,003602	0,0000
1	865	0,98279	-0,0037101	0,0000
1	866	0,98228	-0,0038197	0,0000
1	867	0,98176	-0,0039309	0,0000
1	868	0,98123	-0,0040436	0,0000
1	869	0,98069	-0,0041577	0,0000
1	870	0,98015	-0,0042734	0,0000
1	871	0,9796	-0,0043906	0,0000
1	872	0,97904	-0,0045092	0,0000
1	873	0,97847	-0,0046294	0,0000
1	874	0,9779	-0,004751	0,0000
1	875	0,97732	-0,004874	0,0000
1	876	0,97673	-0,0049986	0,0000
1	877	0,97613	-0,0051246	0,0000
1	878	0,97553	-0,005252	0,0000
1	879	0,97492	-0,005381	0,0000
1	880	0,9743	-0,0055113	0,0000
1	881	0,97368	-0,0056431	0,0000
1	882	0,97304	-0,0057763	0,0000
1	883	0,9724	-0,005911	0,0000
1	884	0,97176	-0,0060471	0,0000
1	885	0,9711	-0,0061846	0,0000
1	886	0,97044	-0,0063235	0,0000
1	887	0,96977	-0,0064638	0,0000
1	888	0,9691	-0,0066055	0,0000
1	889	0,96841	-0,0067486	0,0000
1	890	0,96772	-0,0068931	0,0000
1	891	0,96702	-0,0070389	0,0000
1	892	0,96632	-0,0071862	0,0000
1	893	0,96561	-0,0073348	0,0000
1	894	0,96489	-0,0074848	0,0000
1	895	0,96416	-0,0076361	0,0000
1	896	0,96343	-0,0077888	0,0000
1	897	0,96269	-0,0079428	0,0000
1	898	0,96194	-0,0080982	0,0000
1	899	0,96118	-0,0082549	0,0000
1	900	0,96042	-0,0084129	0,0000
1	901	0,95965	-0,0085722	0,0000
1	902	0,95888	-0,0087329	0,0000
1	903	0,95809	-0,0088948	0,0000
1	904	0,9573	-0,0090581	0,0000
1	905	0,95651	-0,0092226	0,0000
1	906	0,9557	-0,0093885	0,0000
1	907	0,95489	-0,0095556	0,0000
1	908	0,95407	-0,009724	0,0000
1	909	0,95325	-0,0098936	0,0000
1	910	0,95241	-0,010065	0,0000
1	911	0,95157	-0,010237	0,0000
1	912	0,95073	-0,01041	0,0000
1	913	0,94987	-0,010585	0,0000
1	914	0,94901	-0,010761	0,0000
1	915	0,94815	-0,010938	0,0000
1	916	0,94727	-0,011116	0,0000
1	917	0,94639	-0,011296	0,0000
1	918	0,9455	-0,011476	0,0000
1	919	0,94461	-0,011658	0,0000
1	920	0,94371	-0,011841	0,0000
1	921	0,9428	-0,012026	0,0000
1	922	0,94188	-0,012211	0,0000
1	923	0,94096	-0,012398	0,0000
1	924	0,94003	-0,012585	0,0000
1	925	0,9391	-0,012774	0,0000
1	926	0,93815	-0,012964	0,0000
1	927	0,9372	-0,013156	0,0000
1	928	0,93625	-0,013348	0,0000
1	929	0,93529	-0,013541	0,0000
1	930	0,93432	-0,013736	0,0000
1	931	0,93334	-0,013932	0,0000
1	932	0,93236	-0,014129	0,0000
1	933	0,93137	-0,014326	0,0000
1	934	0,93037	-0,014525	0,0000
1	935	0,92937	-0,014726	0,0000
1	936	0,92836	-0,014927	0,0000
1	937	0,92734	-0,015129	0,0000
1	938	0,92632	-0,015332	0,0000
1	939	0,92529	-0,015536	0,0000
1	940	0,92426	-0,015742	0,0000
1	941	0,92321	-0,015948	0,0000
1	942	0,92216	-0,016155	0,0000
1	943	0,92111	-0,016364	0,0000
1	944	0,92005	-0,016573	0,0000
1	945	0,91898	-0,016784	0,0000
1	946	0,9179	-0,016995	0,0000
1	947	0,91682	-0,017207	0,0000
1	948	0,91573	-0,017421	0,0000
1	949	0,91464	-0,017635	0,0000
1	950	0,91354	-0,01785	0,0000
1	951	0,91243	-0,018067	0,0000
1	952	0,91132	-0,018284	0,0000
1	953	0,9102	-0,018502	0,0000
1	954	0,90907	-0,018721	0,0000
1	955	0,90794	-0,018941	0,0000
1	956	0,9068	-0,019162	0,0000
1	957	0,90566	-0,019384	0,0000
1	958	0,90451	-0,019606	0,0000
1	959	0,90335	-0,01983	0,0000
1	960	0,90219	-0,020054	0,0000
1	961	0,90102	-0,02028	0,0000
1	962	0,89984	-0,020506	0,0000
1	963	0,89866	-0,020733	0,0000
1	964	0,89747	-0,020961	0,0000
1	965	0,89628	-0,02119	0,0000
1	966	0,89508	-0,021419	0,0000
1	967	0,89387	-0,02165	0,0000
1	968	0,89266	-0,021881	0,0000
1	969	0,89144	-0,022113	0,0000
1	970	0,89022	-0,022346	0,0000
1	971	0,88898	-0,02258	0,0000
1	972	0,88775	-0,022814	0,0000
1	973	0,88651	-0,023049	0,0000
1	974	0,88526	-0,023285	0,0000
1	975	0,884	-0,023522	0,0000
1	976	0,88274	-0,023759	0,0000
1	977	0,88148	-0,023998	0,0000
1	978	0,8802	-0,024237	0,0000
1	979	0,87892	-0,024476	0,0000
1	980	0,87764	-0,024717	0,0000
1	981	0,87635	-0,024958	0,0000
1	982	0,87506	-0,0252	0,0000
1	983	0,87375	-0,025442	0,0000
1	984	0,87245	-0,025685	0,0000
1	985	0,87113	-0,025929	0,0000
1	986	0,86982	-0,026174	0,0000
1	987	0,86849	-0,026419	0,0000
1	988	0,86716	-0,026665	0,0000
1	989	0,86583	-0,026911	0,0000
1	990	0,86448	-0,027159	0,0000
1	991	0,86314	-0,027406	0,0000
1	992	0,86178	-0,027655	0,0000
1	993	0,86043	-0,027904	0,0000
1	994	0,85906	-0,028153	0,0000
1	995	0,85769	-0,028404	0,0000
1	996	0,85632	-0,028654	0,0000
1	997	0,85494	-0,028906	0,0000
1	998	0,85355	-0,029158	0,0000
1	999	0,85216	-0,02941	0,0000
1	1000	0,85077	-0,029663	0,0000
1	1001	0,84936	-0,029917	0,0000
1	1002	0,84796	-0,030171	0,0000
1	1003	0,84654	-0,030426	0,0000
1	1004	0,84513	-0,030681	0,0000
1	1005	0,8437	-0,030937	0,0000
1	1006	0,84227	-0,031193	0,0000
1	1007	0,84084	-0,03145	0,0000
1	1008	0,8394	-0,031707	0,0000
1	1009	0,83796	-0,031964	0,0000
1	1010	0,83651	-0,032222	0,0000
1	1011	0,83505	-0,032481	0,0000
1	1012	0,83359	-0,03274	0,0000
1	1013	0,83213	-0,033	0,0000
1	1014	0,83066	-0,03326	0,0000
1	1015	0,82918	-0,03352	0,0000
1	1016	0,8277	-0,033781	0,0000
1	1017	0,82621	-0,034042	0,0000
1	1018	0,82472	-0,034303	0,0000
1	1019	0,82323	-0,034565	0,0000
1	1020	0,82173	-0,034828	0,0000
1	1021	0,82022	-0,035091	0,0000
1	1022	0,81871	-0,035354	0,0000
1	1023	0,8172	-0,035617	0,0000
1	1024	0,81568	-0,035881	0,0000
1	1025	0,81415	-0,036145	0,0000
1	1026	0,81262	-0,03641	0,0000
1	1027	0,81109	-0,036675	0,0000
1	1028	0,80955	-0,03694	0,0000
1	1029	0,808	-0,037205	0,0000
1	1030	0,80645	-0,037471	0,0000
1	1031	0,8049	-0,037737	0,0000
1	1032	0,80334	-0,038003	0,0000
1	1033	0,80178	-0,03827	0,0000
1	1034	0,80021	-0,038537	0,0000
1	1035	0,79864	-0,038804	0,0000
1	1036	0,79706	-0,039071	0,0000
1	1037	0,79548	-0,039339	0,0000
1	1038	0,79389	-0,039607	0,0000
1	1039	0,7923	-0,039875	0,0000
1	1040	0,79071	-0,040143	0,0000
1	1041	0,78911	-0,040412	0,0000
1	1042	0,7875	-0,040681	0,0000
1	1043	0,78589	-0,04095	0,0000
1	1044	0,78428	-0,041219	0,0000
1	1045	0,78266	-0,041488	0,0000
1	1046	0,78104	-0,041757	0,0000
1	1047	0,77942	-0,042027	0,0000
1	1048	0,77779	-0,042297	0,0000
1	1049	0,77615	-0,042567	0,0000
1	1050	0,77451	-0,042837	0,0000
1	1051	0,77287	-0,043107	0,0000
1	1052	0,77122	-0,043377	0,0000
1	1053	0,76957	-0,043647	0,0000
1	1054	0,76791	-0,043918	0,0000
1	1055	0,76625	-0,044188	0,0000
1	1056	0,76459	-0,044459	0,0000
1	1057	0,76292	-0,04473	0,0000
1	1058	0,76125	-0,045001	0,0000
1	1059	0,75957	-0,045271	0,0000
1	1060	0,75789	-0,045542	0,0000
1	1061	0,75621	-0,045813	0,0000
1	1062	0,75452	-0,046084	0,0000
1	1063	0,75283	-0,046355	0,0000
1	1064	0,75113	-0,046626	0,0000
1	1065	0,74943	-0,046897	0,0000
1	1066	0,74773	-0,047168	0,0000
1	1067	0,74602	-0,047439	0,0000
1	1068	0,74431	-0,04771	0,0000
1	1069	0,7426	-0,047981	0,0000
1	1070	0,74088	-0,048251	0,0000
1	1071	0,73915	-0,048522	0,0000
1	1072	0,73743	-0,048793	0,0000
1	1073	0,7357	-0,049064	0,0000
1	1074	0,73396	-0,049334	0,0000
1	1075	0,73223	-0,049605	0,0000
1	1076	0,73049	-0,049875	0,0000
1	1077	0,72874	-0,050145	0,0000
1	1078	0,727	-0,050416	0,0000
1	1079	0,72524	-0,050686	0,0000
1	1080	0,72349	-0,050956	0,0000
1	1081	0,72173	-0,051225	0,0000
1	1082	0,71997	-0,051495	0,0000
1	1083	0,7182	-0,051765	0,0000
1	1084	0,71644	-0,052034	0,0000
1	1085	0,71466	-0,052303	0,0000
1	1086	0,71289	-0,052572	0,0000
1	1087	0,71111	-0,052841	0,0000
1	1088	0,70933	-0,05311	0,0000
1	1089	0,70755	-0,053378	0,0000
1	1090	0,70576	-0,053646	0,0000
1	1091	0,70397	-0,053914	0,0000
1	1092	0,70217	-0,054182	0,0000
1	1093	0,70037	-0,054449	0,0000
1	1094	0,69857	-0,054716	0,0000
1	1095	0,69677	-0,054983	0,0000
1	1096	0,69496	-0,05525	0,0000
1	1097	0,69315	-0,055516	0,0000
1	1098	0,69134	-0,055782	0,0000
1	1099	0,68953	-0,056048	0,0000
1	1100	0,68771	-0,056314	0,0000
1	1101	0,68589	-0,056579	0,0000
1	1102	0,68406	-0,056844	0,0000
1	1103	0,68224	-0,057108	0,0000
1	1104	0,68041	-0,057372	0,0000
1	1105	0,67857	-0,057636	0,0000
1	1106	0,67674	-0,0579	0,0000
1	1107	0,6749	-0,058163	0,0000
1	1108	0,67306	-0,058425	0,0000
1	1109	0,67122	-0,058688	0,0000
1	1110	0,66937	-0,05895	0,0000
1	1111	0,66752	-0,059211	0,0000
1	1112	0,66567	-0,059472	0,0000
1	1113	0,66382	-0,059733	0,0000
1	1114	0,66196	-0,059993	0,0000
1	1115	0,6601	-0,060253	0,0000
1	1116	0,65824	-0,060512	0,0000
1	1117	0,65637	-0,060771	0,0000
1	1118	0,65451	-0,061029	0,0000
1	1119	0,65264	-0,061287	0,0000
1	1120	0,65077	-0,061545	0,0000
1	1121	0,6489	-0,061801	0,0000
1	1122	0,64702	-0,062058	0,0000
1	1123	0,64514	-0,062314	0,0000
1	1124	0,64326	-0,062569	0,0000
1	1125	0,64138	-0,062824	0,0000
1	1126	0,6395	-0,063078	0,0000
1	1127	0,63761	-0,063331	0,0000
1	1128	0,63572	-0,063585	0,0000
1	1129	0,63383	-0,063837	0,0000
1	1130	0,63194	-0,064089	0,0000
1	1131	0,63004	-0,06434	0,0000
1	1132	0,62814	-0,064591	0,0000
1	1133	0,62625	-0,064841	0,0000
1	1134	0,62434	-0,065091	0,0000
1	1135	0,62244	-0,065339	0,0000
1	1136	0,62054	-0,065587	0,0000
1	1137	0,61863	-0,065835	0,0000
1	1138	0,61672	-0,066082	0,0000
1	1139	0,61481	-0,066328	0,0000
1	1140	0,6129	-0,066573	0,0000
1	1141	0,61099	-0,066818	0,0000
1	1142	0,60907	-0,067062	0,0000
1	1143	0,60715	-0,067306	0,0000
1	1144	0,60524	-0,067548	0,0000
1	1145	0,60332	-0,06779	0,0000
1	1146	0,60139	-0,068031	0,0000
1	1147	0,59947	-0,068272	0,0000
1	1148	0,59755	-0,068511	0,0000
1	1149	0,59562	-0,06875	0,0000
1	1150	0,59369	-0,068988	0,0000
1	1151	0,59176	-0,069226	0,0000
1	1152	0,58983	-0,069462	0,0000
1	1153	0,5879	-0,069698	0,0000
1	1154	0,58596	-0,069932	0,0000
1	1155	0,58403	-0,070166	0,0000
1	1156	0,58209	-0,0704	0,0000
1	1157	0,58016	-0,070632	0,0000
1	1158	0,57822	-0,070863	0,0000
1	1159	0,57628	-0,071094	0,0000
1	1160	0,57434	-0,071323	0,0000
1	1161	0,57239	-0,071552	0,0000
1	1162	0,57045	-0,07178	0,0000
1	1163	0,56851	-0,072007	0,0000
1	1164	0,56656	-0,072233	0,0000
1	1165	0,56461	-0,072458	0,0000
1	1166	0,56267	-0,072682	0,0000
1	1167	0,56072	-0,072905	0,0000
1	1168	0,55877	-0,073127	0,0000
1	1169	0,55682	-0,073349	0,0000
1	1170	0,55487	-0,073569	0,0000
1	1171	0,55292	-0,073788	0,0000
1	1172	0,55096	-0,074006	0,0000
1	1173	0,54901	-0,074224	0,0000
1	1174	0,54705	-0,07444	0,0000
1	1175	0,5451	-0,074655	0,0000
1	1176	0,54314	-0,074869	0,0000
1	1177	0,54119	-0,075082	0,0000
1	1178	0,53923	-0,075294	0,0000
1	1179	0,53727	-0,075505	0,0000
1	1180	0,53531	-0,075715	0,0000
1	1181	0,53335	-0,075923	0,0000
1	1182	0,5314	-0,076131	0,0000
1	1183	0,52944	-0,076337	0,0000
1	1184	0,52748	-0,076543	0,0000
1	1185	0,52551	-0,076747	0,0000
1	1186	0,52355	-0,07695	0,0000
1	1187	0,52159	-0,077152	0,0000
1	1188	0,51963	-0,077352	0,0000
1	1189	0,51767	-0,077552	0,0000
1	1190	0,51571	-0,07775	0,0000
1	1191	0,51374	-0,077947	0,0000
1	1192	0,51178	-0,078143	0,0000
1	1193	0,50982	-0,078338	0,0000
1	1194	0,50785	-0,078531	0,0000
1	1195	0,50589	-0,078723	0,0000
1	1196	0,50393	-0,078914	0,0000
1	1197	0,50196	-0,079104	0,0000
1	1198	0,5	-0,079292	0,0000
1	1199	0,49804	-0,079479	0,0000
1	1200	0,49607	-0,079665	0,0000
1	1201	0,49411	-0,07985	0,0000
1	1202	0,49215	-0,080033	0,0000
1	1203	0,49018	-0,080215	0,0000
1	1204	0,48822	-0,080395	0,0000
1	1205	0,48626	-0,080574	0,0000
1	1206	0,48429	-0,080752	0,0000
1	1207	0,48233	-0,080928	0,0000
1	1208	0,48037	-0,081103	0,0000
1	1209	0,47841	-0,081277	0,0000
1	1210	0,47645	-0,081449	0,0000
1	1211	0,47449	-0,08162	0,0000
1	1212	0,47252	-0,08179	0,0000
1	1213	0,47056	-0,081958	0,0000
1	1214	0,4686	-0,082124	0,0000
1	1215	0,46665	-0,082289	0,0000
1	1216	0,46469	-0,082453	0,0000
1	1217	0,46273	-0,082615	0,0000
1	1218	0,46077	-0,082776	0,0000
1	1219	0,45881	-0,082935	0,0000
1	1220	0,45686	-0,083093	0,0000
1	1221	0,4549	-0,083249	0,0000
1	1222	0,45295	-0,083403	0,0000
1	1223	0,45099	-0,083556	0,0000
1	1224	0,44904	-0,083708	0,0000
1	1225	0,44708	-0,083858	0,0000
1	1226	0,44513	-0,084006	0,0000
1	1227	0,44318	-0,084153	0,0000
1	1228	0,44123	-0,084299	0,0000
1	1229	0,43928	-0,084442	0,0000
1	1230	0,43733	-0,084584	0,0000
1	1231	0,43539	-0,084725	0,0000
1	1232	0,43344	-0,084864	0,0000
1	1233	0,43149	-0,085001	0,0000
1	1234	0,42955	-0,085137	0,0000
1	1235	0,42761	-0,085271	0,0000
1	1236	0,42566	-0,085403	0,0000
1	1237	0,42372	-0,085533	0,0000
1	1238	0,42178	-0,085662	0,0000
1	1239	0,41984	-0,08579	0,0000
1	1240	0,41791	-0,085915	0,0000
1	1241	0,41597	-0,086039	0,0000
1	1242	0,41404	-0,086161	0,0000
1	1243	0,4121	-0,086281	0,0000
1	1244	0,41017	-0,0864	0,0000
1	1245	0,40824	-0,086517	0,0000
1	1246	0,40631	-0,086632	0,0000
1	1247	0,40438	-0,086745	0,0000
1	1248	0,40245	-0,086857	0,0000
1	1249	0,40053	-0,086967	0,0000
1	1250	0,39861	-0,087075	0,0000
1	1251	0,39668	-0,087181	0,0000
1	1252	0,39476	-0,087285	0,0000
1	1253	0,39285	-0,087388	0,0000
1	1254	0,39093	-0,087489	0,0000
1	1255	0,38901	-0,087588	0,0000
1	1256	0,3871	-0,087685	0,0000
1	1257	0,38519	-0,08778	0,0000
1	1258	0,38328	-0,087873	0,0000
1	1259	0,38137	-0,087965	0,0000
1	1260	0,37946	-0,088054	0,0000
1	1261	0,37756	-0,088142	0,0000
1	1262	0,37566	-0,088228	0,0000
1	1263	0,37375	-0,088312	0,0000
1	1264	0,37186	-0,088394	0,0000
1	1265	0,36996	-0,088474	0,0000
1	1266	0,36806	-0,088552	0,0000
1	1267	0,36617	-0,088628	0,0000
1	1268	0,36428	-0,088702	0,0000
1	1269	0,36239	-0,088774	0,0000
1	1270	0,3605	-0,088845	0,0000
1	1271	0,35862	-0,088913	0,0000
1	1272	0,35674	-0,088979	0,0000
1	1273	0,35486	-0,089044	0,0000
1	1274	0,35298	-0,089106	0,0000
1	1275	0,3511	-0,089166	0,0000
1	1276	0,34923	-0,089225	0,0000
1	1277	0,34736	-0,089281	0,0000
1	1278	0,34549	-0,089335	0,0000
1	1279	0,34363	-0,089387	0,0000
1	1280	0,34176	-0,089438	0,0000
1	1281	0,3399	-0,089486	0,0000
1	1282	0,33804	-0,089532	0,0000
1	1283	0,33618	-0,089576	0,0000
1	1284	0,33433	-0,089618	0,0000
1	1285	0,33248	-0,089657	0,0000
1	1286	0,33063	-0,089695	0,0000
1	1287	0,32878	-0,089731	0,0000
1	1288	0,32694	-0,089764	0,0000
1	1289	0,3251	-0,089796	0,0000
1	1290	0,32326	-0,089825	0,0000
1	1291	0,32143	-0,089852	0,0000
1	1292	0,31959	-0,089877	0,0000
1	1293	0,31776	-0,0899	0,0000
1	1294	0,31594	-0,089921	0,0000
1	1295	0,31411	-0,08994	0,0000
1	1296	0,31229	-0,089956	0,0000
1	1297	0,31047	-0,089971	0,0000
1	1298	0,30866	-0,089983	0,0000
1	1299	0,30685	-0,089993	0,0000
1	1300	0,30504	-0,09	0,0000
1	1301	0,30323	-0,090006	0,0000
1	1302	0,30143	-0,090009	0,0000
1	1303	0,29963	-0,090011	0,0000
1	1304	0,29783	-0,09001	0,0000
1	1305	0,29603	-0,090006	0,0000
1	1306	0,29424	-0,090001	0,0000
1	1307	0,29245	-0,089993	0,0000
1	1308	0,29067	-0,089984	0,0000
1	1309	0,28889	-0,089972	0,0000
1	1310	0,28711	-0,089957	0,0000
1	1311	0,28534	-0,089941	0,0000
1	1312	0,28356	-0,089922	0,0000
1	1313	0,2818	-0,089901	0,0000
1	1314	0,28003	-0,089878	0,0000
1	1315	0,27827	-0,089852	0,0000
1	1316	0,27651	-0,089824	0,0000
1	1317	0,27476	-0,089794	0,0000
1	1318	0,273	-0,089762	0,0000
1	1319	0,27126	-0,089727	0,0000
1	1320	0,26951	-0,08969	0,0000
1	1321	0,26777	-0,089651	0,0000
1	1322	0,26604	-0,089609	0,0000
1	1323	0,2643	-0,089566	0,0000
1	1324	0,26257	-0,08952	0,0000
1	1325	0,26085	-0,089471	0,0000
1	1326	0,25912	-0,089421	0,0000
1	1327	0,2574	-0,089368	0,0000
1	1328	0,25569	-0,089312	0,0000
1	1329	0,25398	-0,089255	0,0000
1	1330	0,25227	-0,089195	0,0000
1	1331	0,25057	-0,089133	0,0000
1	1332	0,24887	-0,089068	0,0000
1	1333	0,24717	-0,089001	0,0000
1	1334	0,24548	-0,088932	0,0000
1	1335	0,24379	-0,08886	0,0000
1	1336	0,24211	-0,088786	0,0000
1	1337	0,24043	-0,08871	0,0000
1	1338	0,23875	-0,088632	0,0000
1	1339	0,23708	-0,088551	0,0000
1	1340	0,23541	-0,088468	0,0000
1	1341	0,23375	-0,088382	0,0000
1	1342	0,23209	-0,088294	0,0000
1	1343	0,23043	-0,088204	0,0000
1	1344	0,22878	-0,088111	0,0000
1	1345	0,22713	-0,088016	0,0000
1	1346	0,22549	-0,087919	0,0000
1	1347	0,22385	-0,087819	0,0000
1	1348	0,22221	-0,087717	0,0000
1	1349	0,22058	-0,087613	0,0000
1	1350	0,21896	-0,087506	0,0000
1	1351	0,21734	-0,087397	0,0000
1	1352	0,21572	-0,087286	0,0000
1	1353	0,21411	-0,087172	0,0000
1	1354	0,2125	-0,087056	0,0000
1	1355	0,21089	-0,086937	0,0000
1	1356	0,20929	-0,086817	0,0000
1	1357	0,2077	-0,086693	0,0000
1	1358	0,20611	-0,086568	0,0000
1	1359	0,20452	-0,08644	0,0000
1	1360	0,20294	-0,08631	0,0000
1	1361	0,20136	-0,086177	0,0000
1	1362	0,19979	-0,086042	0,0000
1	1363	0,19822	-0,085905	0,0000
1	1364	0,19666	-0,085765	0,0000
1	1365	0,1951	-0,085623	0,0000
1	1366	0,19355	-0,085478	0,0000
1	1367	0,192	-0,085332	0,0000
1	1368	0,19045	-0,085182	0,0000
1	1369	0,18891	-0,085031	0,0000
1	1370	0,18738	-0,084877	0,0000
1	1371	0,18585	-0,084721	0,0000
1	1372	0,18432	-0,084562	0,0000
1	1373	0,1828	-0,084402	0,0000
1	1374	0,18129	-0,084238	0,0000
1	1375	0,17978	-0,084073	0,0000
1	1376	0,17827	-0,083905	0,0000
1	1377	0,17677	-0,083735	0,0000
1	1378	0,17528	-0,083562	0,0000
1	1379	0,17379	-0,083387	0,0000
1	1380	0,1723	-0,08321	0,0000
1	1381	0,17082	-0,08303	0,0000
1	1382	0,16934	-0,082848	0,0000
1	1383	0,16787	-0,082664	0,0000
1	1384	0,16641	-0,082478	0,0000
1	1385	0,16495	-0,082289	0,0000
1	1386	0,16349	-0,082098	0,0000
1	1387	0,16204	-0,081904	0,0000
1	1388	0,1606	-0,081708	0,0000
1	1389	0,15916	-0,08151	0,0000
1	1390	0,15773	-0,08131	0,0000
1	1391	0,1563	-0,081107	0,0000
1	1392	0,15487	-0,080902	0,0000
1	1393	0,15346	-0,080695	0,0000
1	1394	0,15204	-0,080485	0,0000
1	1395	0,15064	-0,080273	0,0000
